idUsuario	idProducto	tiempo	compro	idSiguienteProducto
8022	14842	200	true	10024
8022	14444	414	false	14101
8022	10505	90	false	13109
8022	11234	458	false	10830
8022	14663	128	false	10899
8022	12205	352	false	12034
8022	14903	29	false	14430
8022	11797	94	false	10816
8022	10210	13	true	13456
8022	12494	205	false	10154
8022	14939	259	true	14743
8022	12510	305	false	12578
8023	15000	273	true	14577
8023	14374	21	false	11739
8023	13702	349	false	11986
8023	10114	421	false	13693
8023	11291	127	false	13945
8023	11714	28	true	13775
8023	12150	198	true	11822
8024	13475	316	false	11511
8024	12358	405	false	10910
8024	14641	56	true	10850
8024	12046	394	false	12285
8024	14630	258	false	10582
8024	10600	333	false	12229
8024	10984	124	false	11805
8024	14348	198	false	13485
8024	11042	160	true	13649
8024	12516	371	true	13837
8024	10974	456	true	10534
8024	11574	66	false	13286
8025	12035	345	false	13075
8025	13290	381	false	14744
8025	11598	360	false	12246
8025	12773	129	false	12277
8025	10602	284	false	10804
8025	10290	279	false	10522
8025	13724	436	true	11719
8025	11897	264	true	10717
8025	11287	134	true	13107
8025	10108	341	false	10484
8026	10579	290	false	10647
8026	14035	117	false	13533
8026	10277	324	true	10712
8026	10276	166	false	12515
8026	11054	111	false	12994
8026	13884	471	false	11626
8026	14609	241	false	14941
8026	13895	392	false	11921
8026	14810	61	false	11788
8026	12913	233	false	14576
8026	14033	479	false	10838
8026	14255	254	true	14524
8026	14841	300	false	14262
8027	12239	131	false	13399
8027	10695	295	false	12415
8027	11628	120	false	13604
8027	13475	126	false	11058
8027	10561	401	false	11852
8027	14949	209	false	10177
8027	12387	42	false	13515
8027	11035	269	false	11083
8028	11608	12	false	12213
8028	10848	241	false	13175
8028	13503	12	false	12559
8028	12373	154	true	14560
8028	10329	280	false	10981
8028	14424	165	false	12207
8028	12652	53	true	11325
8028	14826	249	false	11444
8029	10185	395	false	10495
8029	13185	289	false	10487
8029	12525	436	true	13096
8029	11794	436	false	13124
8029	12368	475	true	10365
8029	10207	152	false	11332
8029	10021	445	false	14637
8029	12437	318	false	13862
8029	14107	439	false	12585
8029	11567	463	false	13254
8029	14192	120	false	12661
8029	11964	118	true	11783
8029	13221	437	false	11600
8029	12252	286	false	12531
8030	10506	462	false	13765
8030	14636	354	false	14714
8030	11070	499	false	13209
8030	14782	288	false	14590
8030	10387	284	false	12887
8030	13655	221	false	11116
8030	11081	299	false	10923
8030	11504	278	false	12211
8030	12026	310	false	14817
8030	11515	467	false	13809
8030	11103	175	true	14145
8030	13154	212	false	11762
8030	12087	404	false	11792
8031	13847	12	false	11759
8031	14862	442	true	12620
8031	10521	128	false	13801
8031	12239	252	false	12673
8031	10152	225	false	12850
8031	12189	100	false	12471
8031	10873	8	false	14542
8031	11617	37	true	12219
8032	14132	472	false	12045
8032	13401	467	false	12256
8032	10466	462	false	12320
8032	14813	493	false	12098
8032	11140	87	false	10404
8032	12687	266	true	11925
8032	11719	343	false	14220
8033	14757	145	false	13310
8033	10263	147	false	10517
8033	12280	122	false	12622
8033	14108	307	true	12624
8033	14394	386	false	14168
8033	14185	102	false	13472
8033	13752	376	false	10423
8033	12036	24	false	12546
8033	12484	407	true	12548
8033	13998	460	true	12257
8033	13428	273	false	13963
8033	10351	370	true	12820
8033	12048	6	false	12949
8033	11437	378	false	13521
8033	11769	485	false	10240
8034	11948	150	false	13564
8034	14801	1	false	13654
8034	14588	112	false	10709
8034	12162	14	true	10412
8034	13780	376	true	13631
8034	10932	371	true	12014
8034	13330	473	false	10385
8034	14872	15	true	10709
8034	12979	343	false	12390
8034	12640	219	false	12592
8034	11934	369	false	13447
8035	14172	234	false	11595
8035	11361	491	false	12737
8035	10912	184	true	12990
8035	11719	266	false	12670
8035	10380	223	false	13572
8035	12074	181	false	13812
8035	10914	118	false	12504
8035	10309	432	true	10765
8036	12699	397	true	14537
8036	10849	125	true	14228
8036	12668	427	false	12032
8036	12105	371	false	14444
8036	11904	309	false	12833
8036	14819	448	false	14366
8036	13719	472	true	12486
8036	10550	20	false	14091
8036	13501	151	true	12263
8037	12137	337	false	10227
8037	11246	109	false	14251
8037	12440	419	false	11413
8037	10456	1	false	14129
8037	10005	88	false	12095
8037	11825	188	true	12870
8037	12642	216	false	14295
8037	11718	108	false	11676
8038	11148	78	false	10459
8038	13854	330	false	14570
8038	11220	53	false	11686
8038	10758	258	false	12498
8038	14346	36	false	12184
8038	14820	446	false	10913
8038	14758	403	false	12666
8038	10031	146	true	13060
8038	10000	338	false	10590
8038	10182	290	false	10016
8039	11723	205	false	10249
8039	14271	224	false	11372
8039	13096	356	false	11212
8039	13087	160	false	10703
8039	11125	281	false	11849
8039	13831	253	false	13877
8039	10968	20	true	14457
8039	11676	201	false	12492
8039	11024	296	false	10726
8039	13716	293	false	10623
8039	14957	299	false	14507
8040	14665	359	false	12966
8040	11885	482	false	14462
8040	14896	226	false	14790
8040	13837	319	false	11344
8040	13840	458	true	10431
8040	12171	128	false	10663
8040	14794	21	false	14716
8040	13575	449	false	10811
8040	12045	383	false	10851
8041	10842	405	false	14221
8041	14889	26	false	13177
8041	12438	287	false	12611
8041	11656	474	false	14080
8041	12701	210	true	10854
8041	13587	195	false	11921
8041	13619	368	false	10825
8041	12240	425	false	14572
8041	12757	12	true	12805
8042	12494	126	true	10228
8042	11191	124	false	11375
8042	12118	81	false	12704
8042	14494	326	false	10259
8042	13138	215	false	10532
8043	13116	265	false	12811
8043	11339	28	false	12894
8043	10486	85	true	12148
8043	11359	18	false	13043
8043	12491	320	false	13316
8043	10630	388	false	12780
8043	13140	373	false	14656
8043	14078	231	false	10223
8044	14624	116	false	10166
8044	10839	352	false	10077
8044	14106	374	false	10161
8044	13259	354	false	10445
8044	12365	498	false	10996
8044	10224	492	false	14380
8044	11745	243	false	14989
8044	14628	88	false	14711
8044	10495	445	false	14084
8044	13809	272	false	14947
8044	10843	225	false	14241
8044	14767	347	false	13657
8045	11269	79	false	12428
8045	13538	236	false	12168
8045	14652	263	false	14950
8045	14443	313	false	10545
8046	12424	16	false	11405
8046	12253	160	false	14971
8046	12179	231	false	12252
8046	11780	332	false	10647
8046	13098	471	false	13033
8046	13033	72	true	13877
8046	11627	493	false	13506
8046	14854	365	false	12507
8046	12524	470	false	10966
8046	14283	28	false	10437
8046	11602	186	false	12087
8046	11153	77	false	11158
8046	11166	271	false	14567
8046	12529	471	true	13219
8046	10428	69	false	14422
8047	11989	6	false	10871
8047	13376	219	false	14365
8047	10652	137	false	10957
8047	11559	461	false	12679
8047	12883	31	false	13622
8047	13369	11	false	10644
8047	13248	29	false	13452
8047	12488	195	false	13910
8047	13722	424	false	13698
8048	14923	451	false	12145
8048	10631	266	false	10956
8048	12435	320	false	11679
8048	12993	384	false	12027
8048	11692	403	false	12132
8048	13452	65	false	12864
8048	12937	161	true	11433
8048	13733	396	false	13839
8048	10750	167	true	14256
8048	12501	289	false	13696
8048	12385	139	false	13068
8048	10186	250	false	13189
8049	10220	67	false	10273
8049	12057	330	false	12963
8049	11206	356	false	10212
8049	14808	278	false	11914
8049	10656	249	true	13934
8049	12804	38	false	10548
8049	13713	297	false	11282
8049	14663	25	false	11541
8050	11539	71	false	12841
8050	10657	442	false	14774
8050	11744	239	true	10734
8050	11586	458	false	13507
8050	10096	7	false	14996
8050	11648	10	false	14066
8050	10434	263	true	14906
8050	10649	253	true	12170
8050	10302	163	true	14104
8050	13023	344	false	13676
8051	13153	250	false	11635
8051	12042	67	false	11145
8051	13290	492	false	14274
8051	13457	320	false	13190
8051	10476	79	false	12817
8051	11537	327	true	13495
8051	10317	58	false	14562
8051	12098	412	false	14655
8051	13913	234	false	13803
8051	10346	172	false	13771
8051	14345	13	false	12230
8051	11352	478	false	10152
8051	14908	392	false	10240
8051	10925	183	false	11786
8051	14585	8	false	11663
8052	12782	3	false	12748
8052	12402	430	false	12645
8052	13281	415	false	10553
8052	13406	225	false	12989
8052	12503	242	false	11132
8052	11602	187	false	10849
8052	10203	327	false	14981
8052	14297	199	false	11917
8052	14145	105	false	13565
8052	14437	210	false	13783
8052	13916	484	true	13245
8053	14730	243	true	12512
8053	10635	198	false	10999
8053	10944	491	false	12335
8053	13679	463	false	13749
8053	12823	434	true	12467
8053	10705	255	false	12472
8053	13171	496	false	13136
8054	12360	43	false	14149
8054	11785	362	false	10284
8054	11267	303	false	11936
8054	14933	464	false	12530
8054	13971	119	false	11446
8054	14926	391	false	12992
8054	14355	435	false	11691
8055	10550	195	false	11515
8055	13079	265	false	10786
8055	11696	15	false	13128
8055	12190	447	false	12864
8055	14824	222	false	14320
8055	14643	191	false	10126
8055	14548	84	false	11029
8055	12209	7	false	14139
8055	11020	339	false	11639
8056	11928	176	true	12873
8056	14777	364	false	12719
8056	10041	403	false	14222
8056	13905	77	false	14499
8056	11207	463	false	14373
8056	10706	350	false	12932
8056	13495	282	false	11110
8057	14946	215	true	12063
8057	14903	115	true	10146
8057	13849	429	false	10964
8057	14402	412	false	11871
8057	13798	262	true	10807
8057	12400	322	false	14754
8057	12832	172	false	10600
8057	14364	419	false	13642
8057	13006	390	false	12845
8057	10325	475	false	11438
8058	11426	21	false	10551
8058	12519	22	false	12293
8058	12215	154	false	14910
8058	10455	313	true	10855
8058	12483	98	true	12919
8058	14267	139	false	13981
8058	11257	127	true	11241
8058	10564	428	false	14253
8058	10462	187	false	14685
8059	12435	412	false	11509
8059	12156	378	false	11342
8059	11526	202	false	11949
8059	12153	207	false	10929
8059	10131	214	false	11269
8059	11371	200	false	11782
8059	11640	431	false	11091
8059	12402	219	false	12660
8059	13969	131	false	14199
8059	11505	118	false	13738
8059	10356	407	false	13232
8059	11090	332	false	11684
8059	10080	103	false	12349
8059	11856	385	false	11900
8059	11902	363	false	14759
8059	12674	17	false	11946
8060	12898	121	false	14707
8060	10084	484	false	10942
8060	13749	322	false	10146
8060	13872	175	false	11335
8060	12084	386	false	13581
8060	12343	117	true	10400
8060	11674	393	false	10455
8060	11332	109	false	14369
8060	14012	407	false	13980
8060	10210	166	false	13008
8060	11682	361	false	14581
8061	10246	393	false	14196
8061	13292	81	false	13907
8061	11413	29	false	11320
8061	10075	59	false	13374
8061	14539	383	false	13961
8061	11932	485	true	12793
8061	11143	408	false	13735
8061	11885	171	false	12388
8061	13781	460	false	10435
8062	11761	445	false	10648
8062	14559	104	false	11953
8062	11335	71	false	14296
8062	12210	227	false	12905
8062	13428	171	true	13143
8062	13570	372	false	12599
8062	14093	141	false	11566
8062	12974	266	false	13663
8062	13016	496	false	11540
8062	14172	421	false	11859
8063	11796	471	false	11837
8063	12367	78	true	12502
8063	11969	375	false	12227
8063	14719	313	false	10935
8063	14769	136	false	11470
8063	14924	216	false	14107
8063	12381	452	false	11742
8063	14025	26	false	11934
8063	11984	143	false	12928
8063	11060	293	true	12907
8063	11022	420	true	11516
8063	10507	408	true	11851
8064	13970	488	false	14075
8064	14784	323	false	14645
8064	13934	436	false	11990
8064	13849	199	false	10013
8064	13358	70	false	13707
8064	13110	118	false	10293
8064	13091	482	false	13304
8065	12080	443	true	12546
8065	14222	198	false	11113
8065	10519	95	false	11990
8065	14236	88	false	12910
8065	12846	67	false	12702
8065	11571	346	false	11285
8065	13313	389	false	13287
8065	13042	392	false	14679
8065	13242	290	false	13139
8065	12103	60	false	12028
8065	13224	106	true	11662
8065	13330	479	false	12451
8065	12099	125	false	11349
8065	11991	304	true	13030
8066	12272	485	false	10703
8066	10510	40	false	13895
8066	14139	315	false	14649
8066	11240	257	false	12080
8066	12227	403	false	10532
8066	14865	432	false	10929
8066	12961	192	true	13549
8066	13352	406	false	10285
8066	10181	22	true	10190
8066	13058	255	false	13394
8066	11210	314	false	14305
8066	12150	396	false	12919
8066	13596	357	false	10332
8067	13716	44	false	13313
8067	14273	271	false	14779
8067	12795	431	false	14751
8067	10627	395	false	11314
8067	12452	54	false	10249
8067	13061	466	false	13258
8067	14379	110	false	14316
8067	14890	204	false	14957
8067	14686	414	true	11898
8067	12164	131	false	13161
8067	10224	308	false	12469
8068	13009	285	false	10698
8068	14438	23	false	14425
8068	14207	118	false	14725
8068	12545	429	false	12385
8068	12027	381	false	10448
8068	10726	80	false	14108
8068	12330	328	false	12582
8068	14498	233	false	11810
8068	14511	8	false	12498
8069	10261	9	true	12344
8069	11506	392	false	13170
8069	13216	301	false	13977
8069	13706	118	false	13743
8069	10038	339	false	14484
8069	13460	435	false	12785
8069	14637	347	true	14790
8069	10580	445	false	11071
8069	12389	91	false	10221
8069	13685	445	true	11252
8070	11398	197	true	12310
8070	12343	125	false	12941
8070	12467	343	false	10618
8070	13737	131	false	13008
8070	13300	451	false	11196
8070	12208	119	true	11187
8070	14409	314	false	13917
8070	14344	1	false	14173
8070	14210	87	false	10893
8070	12529	326	false	14690
8071	14448	131	true	14046
8071	10927	311	false	12126
8071	14302	40	false	12947
8071	12416	8	false	12003
8071	12332	419	false	14249
8071	14551	485	false	12250
8071	14648	382	false	10145
8071	13387	3	false	12805
8071	12485	28	false	12719
8071	10221	373	false	11041
8071	13122	346	false	12303
8071	12273	492	false	14511
8071	14810	500	true	12324
8071	10248	399	false	14162
8071	10821	287	false	11139
8071	12599	387	false	10802
8071	14010	420	false	13985
8072	10684	75	false	14579
8072	11441	307	false	13359
8072	12489	341	false	12666
8072	13590	317	false	11306
8072	13119	228	true	11141
8072	12562	321	true	10271
8072	14063	263	true	12615
8072	13755	155	true	12168
8072	13214	231	false	11401
8072	11374	207	false	12335
8072	13580	301	false	10729
8072	10274	388	false	10751
8073	14432	179	false	10384
8073	11846	22	false	12857
8073	11111	464	false	12356
8073	14663	243	false	11298
8073	10117	494	true	11110
8073	12792	456	false	12828
8073	12650	403	false	12926
8073	10434	405	false	10361
8073	11465	149	false	12155
8074	14382	331	false	14522
8074	14025	101	false	12907
8074	10533	255	false	14915
8074	12024	196	true	14169
8074	10198	42	false	12141
8074	13562	121	false	14291
8074	14732	248	false	13815
8074	14007	385	false	13390
8074	13127	179	false	10989
8074	12794	275	false	13372
8075	13900	406	false	13075
8075	11086	405	false	12198
8075	10289	295	false	10129
8075	10528	82	false	11933
8075	10374	132	false	14767
8075	13860	419	false	11409
8076	10174	425	false	12007
8076	13037	25	false	11301
8076	14184	441	false	12046
8076	13861	454	true	12177
8076	12189	75	true	10259
8076	13466	464	true	11282
8076	11104	275	false	12193
8076	12184	20	false	12635
8076	10554	88	false	12957
8076	10616	407	false	14382
8076	10698	335	false	13091
8076	10660	195	false	11105
8076	12595	118	false	10022
8076	13774	80	false	11949
8076	11688	15	false	11393
8077	11257	384	false	14996
8077	12098	421	false	13677
8077	10153	52	false	12769
8077	11421	209	false	11397
8077	11005	33	true	12582
8077	12644	318	false	14759
8077	14138	11	true	10345
8077	12812	353	false	10837
8077	12998	31	true	12436
8078	11008	170	false	13697
8078	14342	34	false	10116
8078	12453	23	true	13478
8078	13272	248	false	14922
8078	11747	424	true	14211
8078	10681	122	false	11675
8078	11447	61	true	12946
8078	12914	452	false	14992
8078	12546	481	false	14703
8078	14845	165	false	12124
8078	10992	262	false	11124
8078	11419	86	false	13741
8078	14212	251	true	13921
8078	10264	463	false	14900
8079	12004	306	true	13596
8079	14009	429	false	11955
8079	11751	147	false	10094
8079	10546	47	false	11868
8079	13644	25	true	13984
8079	14492	381	false	14112
8079	12271	310	false	10867
8079	11711	316	false	10218
8079	11470	205	false	13610
8079	10290	314	false	14901
8079	12031	444	false	10506
8079	13506	101	false	14952
8079	10699	33	false	10847
8079	11432	362	false	13301
8080	12705	4	false	12847
8080	14920	252	false	12234
8080	13103	28	false	13508
8080	14372	117	false	14645
8080	14849	37	false	12635
8080	13671	183	false	13254
8080	12317	177	false	13972
8080	11702	415	true	10566
8081	13995	125	false	10719
8081	11567	397	false	11723
8081	14528	190	false	11812
8081	13169	431	false	14146
8081	11145	255	false	12454
8081	12773	190	false	11419
8081	12284	329	false	13432
8081	13141	371	false	11885
8081	12398	152	false	14526
8081	10718	344	false	11825
8081	12979	285	false	14214
8081	14270	9	false	14292
8081	13664	150	false	12172
8081	10461	235	false	12380
8082	11534	392	false	13873
8082	11906	64	false	13745
8082	10776	118	false	14126
8082	10475	51	false	12645
8082	13752	242	false	14435
8082	13331	112	true	14708
8082	11909	133	false	14127
8082	11759	141	false	13373
8082	10490	94	false	10497
8082	14136	228	false	13108
8083	11086	391	false	14230
8083	11715	372	true	13175
8083	12994	430	false	11247
8083	14504	14	false	12069
8083	11066	210	false	10582
8083	12773	25	false	13163
8083	12148	250	false	14269
8083	10624	466	true	12965
8083	14787	281	false	14233
8083	10693	457	true	14769
8084	13299	406	false	11091
8084	11699	220	false	13169
8084	11847	352	false	12535
8084	12736	206	false	11486
8084	10996	161	false	12232
8084	14769	6	false	13399
8084	11295	389	false	10731
8084	10339	26	false	10354
8084	13063	340	false	12923
8084	10904	99	true	10667
8084	12461	130	true	11073
8084	14611	252	false	13320
8085	13673	317	false	14459
8085	12561	154	false	14583
8085	12840	56	false	14506
8085	10597	326	false	10237
8085	11601	74	false	10124
8085	11686	382	false	13320
8086	10827	16	false	13400
8086	14369	293	false	14648
8086	14859	185	false	14537
8086	10095	336	false	14644
8086	12623	351	false	12430
8086	10611	197	false	10727
8086	13079	233	false	12819
8086	13689	153	false	14739
8086	13794	411	false	11748
8086	14158	29	false	13151
8086	14251	286	false	12850
8086	13891	44	false	12080
8086	14142	334	false	11412
8086	13883	159	false	11797
8087	10772	423	false	10786
8087	13657	195	true	11036
8087	13939	199	false	13314
8087	10595	337	false	14803
8087	13735	406	true	10493
8087	12143	366	false	14318
8087	14577	323	false	13188
8088	10600	187	false	11287
8088	12512	404	false	11232
8088	10539	86	false	14180
8088	12812	331	false	10093
8088	13272	136	false	10639
8088	14010	319	false	10156
8088	14426	142	false	14938
8088	14282	434	false	11976
8088	12158	330	false	11369
8089	10101	434	false	14807
8089	10392	321	false	12796
8089	12907	209	false	11057
8089	11017	432	false	12472
8089	12620	248	false	12586
8089	10428	363	false	11129
8089	12028	494	false	11688
8089	14925	299	false	14897
8089	14662	270	false	11583
8089	10659	25	false	11912
8089	11982	2	false	13448
8089	10301	413	true	13526
8089	11470	97	true	13358
8090	14666	111	false	11145
8090	12979	177	false	13007
8090	11695	401	false	10735
8090	14617	219	false	11971
8090	14203	58	false	10534
8090	13601	229	false	14494
8090	12122	73	false	12561
8090	12432	324	false	12706
8090	11068	328	true	14694
8091	13397	140	false	12429
8091	12667	151	true	11016
8091	14459	80	true	14649
8091	13492	70	false	11759
8091	12094	77	false	12672
8091	10205	430	false	12355
8091	13692	21	false	14820
8091	10480	135	false	11691
8091	14431	52	false	10628
8091	11031	483	false	12810
8091	10507	3	false	10721
8091	11041	182	false	13946
8091	11441	452	false	11622
8091	10825	14	false	14844
8091	14411	355	false	13927
8092	12480	211	false	12053
8092	14522	210	false	10345
8092	10992	457	false	10985
8092	11061	85	false	11916
8092	11086	324	true	12669
8092	12714	100	false	10733
8092	11183	94	true	12629
8092	12743	260	false	11191
8093	13180	477	false	10904
8093	14529	272	false	12663
8093	10084	473	true	12271
8093	10321	66	false	10672
8093	13581	495	false	14426
8093	11703	263	false	12821
8093	10079	194	false	10962
8093	11321	290	true	10730
8094	11461	442	true	11036
8094	12758	338	false	10422
8094	14599	212	false	13271
8094	11886	26	true	13476
8094	14355	8	false	11111
8094	12855	213	false	10437
8094	14805	379	false	11353
8094	11711	289	false	10580
8095	11464	45	false	11973
8095	14544	473	false	14928
8095	12843	103	false	12058
8095	10401	394	false	11081
8095	14846	193	false	14330
8095	10033	375	false	11366
8095	11952	76	false	12652
8095	12742	92	false	12677
8095	12786	227	false	12981
8095	14180	254	true	13619
8095	10474	101	false	11671
8096	13953	107	false	10569
8096	13603	386	false	13546
8096	13622	250	false	14730
8096	13590	311	false	13632
8096	12619	151	false	14011
8096	13658	355	false	11783
8096	14565	302	true	13250
8096	11527	21	false	11972
8096	12422	312	false	11282
8096	11165	398	false	12657
8096	10663	461	false	14276
8096	10486	38	false	12912
8097	11420	68	false	14991
8097	12205	88	false	14617
8097	14623	300	false	10238
8097	14827	84	false	11437
8097	12780	417	false	11154
8098	13889	141	false	14353
8098	13466	453	false	10887
8098	14902	430	false	12956
8098	12613	398	false	11448
8098	10343	60	false	13931
8098	14449	27	false	13509
8098	13600	247	true	13665
8098	13614	278	false	10759
8098	11864	288	false	11898
8098	11082	19	false	11428
8098	12438	454	false	13594
8098	10504	481	false	10748
8098	10178	266	false	14097
8099	12903	268	false	14220
8099	10057	124	false	11612
8099	13198	351	false	13730
8099	10192	252	true	11876
8099	10045	221	false	12792
8099	10106	203	false	10282
8099	10668	15	false	13314
8099	12286	109	false	12717
8099	12668	251	false	14498
8099	13959	87	true	10311
8100	12748	75	false	10713
8100	11697	91	false	13596
8100	13156	372	false	10682
8100	13340	415	false	11138
8100	10823	110	false	14303
8100	13206	466	true	14491
8100	14442	454	false	10020
8100	11026	398	false	14322
8100	14814	391	false	10973
8101	13130	379	true	12507
8101	13039	337	false	11229
8101	10746	297	false	12005
8101	10543	462	false	10163
8101	10718	269	false	11799
8101	12553	399	false	12927
8101	12393	38	false	13060
8102	10322	395	false	11567
8102	12470	95	true	12330
8102	11618	470	false	10136
8102	12992	461	false	14365
8102	14263	271	false	13581
8102	11348	393	false	12501
8102	13459	473	false	13550
8102	14069	463	false	12505
8102	14135	409	true	13294
8102	11128	191	false	13017
8102	13449	278	false	10629
8102	11043	309	true	11981
8102	12224	349	false	11701
8103	14422	306	false	11721
8103	12213	172	true	12241
8103	14840	237	false	10389
8103	13982	445	false	13068
8103	14181	316	false	10567
8103	12165	186	false	12298
8103	13408	408	false	13916
8103	12079	155	false	11034
8103	14864	286	false	13746
8103	13256	82	true	12226
8104	12532	427	false	12643
8104	14143	251	false	13819
8104	10797	68	false	14611
8104	11795	235	false	14811
8104	14184	310	false	12889
